Teorica,PESO PRENDA,LARGO DE CUERPO,AREA,DE_MODELO
437,196,57.5,4772.5,SM8 TOP-2S
305,68,25,2100,SM8 TOP-2S
359,113,32,2240,SM8 TOP-2S
306,88,20,1300,SM8 TOP-2S
205,73,36.5,2956.5,SM8 TOP-2S
164,80,43,2322,SM8 TOP-2S
318,116,30,2220,SM8 TOP-2S
202,63,31,2294,SM8 TOP-2S
205,116,42,3864,SM8 TOP-2S
354,251,106,10388,SM8 TOP-2S
138,37,11,836,SM8 TOP-2S
165,44,26,2028,SM8 TOP-2S
171,40,18,1188,SM8 TOP-2S
190,95,29.5,2360,SM8 TOP-2S
183,53,9,720,SM8 TOP-2S
187,80,35,2555,SM8 TOP-2S
295,90,25.5,1912.5,SM8 TOP-2S
253,78,19,1026,SM8 TOP-2S
277,105,21.5,1741.5,SM8 TOP-2S
213,102,34,2924,SM8 TOP-2S
275,104,30,2430,SM8 TOP-2S
217,96,28.5,2394,SM8 TOP-2S
361,150,69,5520,SM8 TOP-2S
237,178,49,4018,SM8 TOP-2S
594,146,101,6363,SM8 TOP-2S
628,117,69,6141,SM8 TOP-2S
346,113,50,4200,SM8 TOP-2S
378,127,45,3780,SM8 TOP-2S
201,79,39,3432,SM8 TOP-2S
362,90,30.5,2653.5,SM8 TOP-2S
459,167,106,7314,SM8 TOP-2S
264,140,29,2378,SM8 TOP-2S
230,85,40,2880,SM8 TOP-2S
471,312,98,8232,SM8 TOP-2S
338,111,69,4830,SM8 TOP-2S
122,52,9,756,SM8 TOP-2S
459,159,107,7918,SM8 TOP-2S
469,127,26,2236,SM8 TOP-2S
228,93,32.5,2795,SM8 TOP-2S
228,95,33,2937,SM8 TOP-2S
263,86,41.5,2988,SM8 TOP-2S
349,177,72.5,5002.5,SM8 TOP-2S
382,142,95,7030,SM8 TOP-2S
358,117,34,3400,SM8 TOP-2S
190,110,27,2349,SM8 TOP-2S
148,77,19,1729,SM8 TOP-2S
442,169,82,6068,SM8 TOP-2S
344,56,23,1886,SM8 TOP-2S
271,115,45,3510,SM8 TOP-2S
397,139,35,2310,SM8 TOP-2S
238,86,43,3053,SM8 TOP-2S
584,320,50,4200,SM8 TOP-2S
360,114,28,2464,SM8 TOP-2S
230,131,32,2752,SM8 TOP-2S
255,138,53.5,4922,SM8 TOP-2S
175,51,26.5,1934.5,SM8 TOP-2S
160,37,20,1200,SM8 TOP-2S
326,138,39.5,2765,SM8 TOP-2S
195,61,33,2508,SM8 TOP-2S
711,122,100,7000,SM8 TOP-2S
186,100,35,2625,SM8 TOP-2S
405,198,97,8245,SM8 TOP-2S
212,86,28,2016,SM8 TOP-2S
207,90,33,2508,SM8 TOP-2S
435,172,105,6300,SM8 TOP-2S
282,59,60,3960,SM8 TOP-2S
179,76,30,2280,SM8 TOP-2S
178,73,25,1950,SM8 TOP-2S
142,63,17,1258,SM8 TOP-2S
473,100,60,4020,SM8 TOP-2S
454,66,31.5,2331,SM8 TOP-2S
179,36,16.5,1435.5,SM8 TOP-2S
567,75,33,2277,SM8 TOP-2S
206,87,37,2812,SM8 TOP-2S
484,63,27,1836,SM8 TOP-2S
112,58,11.5,897,SM8 TOP-2S
222,72,28,1988,SM8 TOP-2S
317,168,37,2849,SM8 TOP-2S
436,69,27,1890,SM8 TOP-2S
329,195,39,2808,SM8 TOP-2S
320,146,34.5,2553,SM8 TOP-2S
353,109,34,2380,SM8 TOP-2S
377,147,38,2774,SM8 TOP-2S
243,81,20.5,1578.5,SM8 TOP-2S
606,143,105,5880,SM8 TOP-2S
386,115,77,4620,SM8 TOP-2S
218,63,38,2546,SM8 TOP-2S
378,455,110,9680,SM8 TOP-2S
182,93,25,1800,SM8 TOP-2S
190,92,48,3744,SM8 TOP-2S
526,179,110,7260,SM8 TOP-2S
282,89,69,5106,SM8 TOP-2S
185,89,34,2584,SM8 TOP-2S
213,69,71,6106,SM8 TOP-2S
491,71,32,2272,SM8 TOP-2S
233,115,37,2627,SM8 TOP-2S
257,82,84,8064,SM8 TOP-2S
198,57,36,2556,SM8 TOP-2S
332,133,43.5,2784,SM8 TOP-2S
305,106,40,2800,SM8 TOP-2S
358,182,40,3280,SM8 TOP-2S
242,72,24,1656,SM8 TOP-2S
256,82,22.5,1710,SM8 TOP-2S
166,46,22,1584,SM8 TOP-2S
434,78,23,1702,SM8 TOP-2S
313,116,36,2268,SM8 TOP-2S
261,136,28.5,2052,SM8 TOP-2S
338,71,26,1898,SM8 TOP-2S
217,44,22.5,1597.5,SM8 TOP-2S
184,112,45.5,3549,SM8 TOP-2S
318,160,38.5,3003,SM8 TOP-2S
473,100,60,4020,SM8 TOP-2S
214,31,23.5,1621.5,SM8 TOP-2S
461,155,62,4836,SM8 TOP-2S
358,121,29,2146,SM8 TOP-2S
428,112,36.5,2482,SM8 TOP-2S
254,142,86,5676,SM8 TOP-2S
283,120,33,2343,SM8 TOP-2S
241,63,40,2640,SM8 TOP-2S
60,1,31,2480,SM8 TOP-2S
396,85,28.5,2052,SM8 TOP-2S
342,71,24.5,1739.5,SM8 TOP-2S
201,96,22,1584,SM8 TOP-2S
208,94,33,2508,SM8 TOP-2S
287,65,31,2077,SM8 TOP-2S
124,40,13,1014,SM8 TOP-2S
254,126,32.5,2535,SM8 TOP-2S
256,155,104,8528,SM8 TOP-2S
159,40,20,1360,SM8 TOP-2S
307,158,36,2772,SM8 TOP-2S
185,125,110,21340,SM8 TOP-2S
317,168,37,2849,SM8 TOP-2S
257,74,24.5,1666,SM8 TOP-2S
193,75,38,2926,SM8 TOP-2S
278,45,30.5,2135,SM8 TOP-2S
430,62,31,2294,SM8 TOP-2S
330,142,42,3024,SM8 TOP-2S
304,96,50,3600,SM8 TOP-2S
319,51,18.5,1406,SM8 TOP-2S
360,61,22,1562,SM8 TOP-2S
414,89,27,1647,SM8 TOP-2S
510,87,44,3432,SM8 TOP-2S
260,123,33.5,2479,SM8 TOP-2S
301,124,16.5,1270.5,SM8 TOP-2S
280,70,26,1924,SM8 TOP-2S
200,88,32,2528,SM8 TOP-2S
451,87,24,1776,SM8 TOP-2S
169,72,36.5,1752,SM8 TOP-2S
195,62,34,2448,SM8 TOP-2S
608,159,37.5,2812.5,SM8 TOP-2S
213,81,33.5,2177.5,SM8 TOP-2S
140,60,17.5,1330,SM8 TOP-2S
